"Game ID";"Game Name"
"18551";"'89 Denn Kysei Uranai"
"420831";"0-to-X"
"1658";"10-yard Fight"
"420828";"1007 Bolts"
"1461";"1942"
"154884";"1942 Cold Winter"
"1468";"1943 - The Battle Of Midway"
"141314";"1944"
"18546";"1991 Du Ma Racing"
"18547";"1999 - Hore, Mita Koto Ka! Seikimatsu"
"367364";"2 in 1 Geminim-Siamond"
"97386";"2048"
"420897";"2600 AD"
"420891";"2A03 Puritans"
"44472";"3 In 1 Supergun"
"18548";"3-D WorldRunner"
"420888";"3-in-1 2p Pak"
"44473";"3d Block"
"18549";"4 Nin Uchi Mahjong"
"18550";"6 In 1"
"1726";"720 Degrees"
"1556";"8 Eyes"
"420927";"8-Bit Hero Trainer"
"434217";"8-Bit Slasher 4-in-1 Horror Demakes"
"420924";"8-BIT XMAS 2008"
"420942";"8-BIT XMAS 2009"
"420933";"8-BIT XMAS 2010"
"420939";"8-BIT XMAS 2011"
"420912";"8-BIT XMAS 2012"
"367368";"8-BIT XMAS 2013"
"367372";"8-BIT XMAS 2014"
"420915";"8-BIT XMAS 2015"
"420909";"8-BIT XMAS 2016"
"420906";"8-BIT XMAS 2017"
"367376";"8-BIT XMAS 2018"
"367380";"8-BIT XMAS 2019"
"367384";"8-BIT XMAS 2020"
"367388";"8-BIT XMAS 2021"
"420903";"8-BIT XMAS 2022"
"429056";"8BIT MUSIC POWER"
"367392";"8Bit Music Power Final"
"367396";"8BIT Rhythm Land"
"1350";"Nightmare On Elm Street, A"
"59397";"A-Ressha De Ikou"
"18552";"Aa Yaky Jinsei Icchokusen"
"18553";"Abadox - The Deadly Inner War"
"143294";"Abarenradin"
"18554";"Action 52"
"191824";"Action 53 Volume 1"
"213538";"Action 53 Volume 2"
"213536";"Action 53 Volume 3"
"213534";"Action 53 Volume 4"
"136007";"Adam And Eve"
"1692";"Advanced Dungeons And Dragons - Dragon Strike"
"1791";"Advanced Dungeons And Dragons - Dragons Of Flame"
"1521";"Adventure Island 3"
"1436";"Adventure Island 2"
"1342";"Adventure Island"
"143237";"Adventures Of Bass 2"
"1627";"Adventures of Dino Riki"
"143751";"Adventures Of Lex And Grim, The"
"1311";"Adventures Of Lolo"
"1411";"Adventures Of Lolo 2"
"1499";"Adventures Of Lolo 3"
"367408";"Adventures of Panzer, The"
"1583";"Adventures Of Tom Sawyer"
"1586";"After Burner"
"420948";"AfterWorld DELUXE"
"18558";"Ai Sensei No Oshiete - Watashi No Hoshi"
"134946";"Ai Senshi Nicol"
"59412";"Aigina No Yogen - Balubalouk No Densetsu Yori"
"1427";"Air Fortress"
"420945";"Air Sea Battle"
"59410";"Airball"
"1432";"Airwolf"
"117065";"Airwolf (Japanese Version)"
"18559";"Akagawa Jirou No Yuurei Ressha"
"1449";"Akira"
"18560";"Akuma-kun - Makai No Wana"
"1489";"Akumajou Special - Boku Dracula-kun"
"18563";"Al Unser Jr. Turbo Racing"
"1319";"Aladdin"
"367045";"Aladdin (Hummer Team Version)"
"124467";"Aladdin 2"
"141312";"Aladdin III"
"18844";"Corvette ZR-1 Challenge"
"421191";"Alex Islands"
"420960";"Alfonzo Melee!"
"367412";"Alfonzo's Arctic Adventure"
"18561";"Alfred Chicken"
"1448";"Alien 3"
"1597";"Alien Syndrome"
"1650";"All Pro Basketball"
"420975";"Allison Of Astra - Allison Doesn't Go Hawaiian"
"420963";"Allison Of Astra - Allison's Booty Quest"
"420978";"Allison Of Astra - Allison's Scribble Quest"
"420966";"Allison Of Astra - Dodgeball RPG"
"420969";"Allison Of Astra - Finity Train"
"420984";"Allison Of Astra - Margarita"
"420972";"Allison Of Astra - Margarita Mix"
"420981";"Allison of Astra in - Timeless and Spaceless"
"420999";"Allison of Astra Starring in PRGE the Game"
"421002";"Almika The Star Rider Densetsu Gaiden"
"421008";"Almika The Star Rider Densetsu Gaiden"
"420996";"Almost Hero"
"1508";"Alpha Mission"
"155538";"Alter Ego"
"420990";"Altercation"
"367416";"Alwa's Awakening"
"1666";"Amagon"
"152280";"Amazons Running Diet"
"59414";"America Daitouryou Senkyo"
"59415";"America Oudan Ultra Quiz - Shijou Saidai No Tatakai"
"18565";"American Dream"
"1636";"American Gladiators"
"421791";"Among Us - The Tragedy of Ryohyukan"
"109287";"Angry Birds 2"
"421011";"AngstMan Rebooted"
"420987";"Anguna - Scourge of the Goblin King"
"421023";"Animal Clipper"
"421029";"Animalia Dreamland"
"18567";"Ankoku Shinwa - Yamato Takeru Densetsu"
"421020";"Ankoro Mochi Manufacturing Factory"
"421017";"ANNA"
"421014";"Another World"
"421050";"Antenna Antics"
"18568";"Anticipation"
"421041";"ANTR - Another NES Tetris Remake"
"59417";"Aoki Ookami to Shiroki Mejika - Genchou Hishi"
"143234";"Apocalyptic Explosion"
"59418";"Arcadia  6"
"1744";"Arch Rivals - A Basketbrawl!"
"152214";"Architect"
"1729";"Archon"
"18569";"Arctic"
"71312";"Arctic Adventure - Penguin And Seal"
"18570";"Argus"
"421047";"Arkade Rush"
"1401";"Arkanoid"
"1673";"Arkanoid 2"
"1713";"Arkista's Ring"
"18571";"Armadillo"
"367420";"Armed for Battle"
"18572";"Artelius"
"367424";"Asder - 20 in 1"
"421035";"Ashen House"
"18573";"Asmik-kun Land"
"421032";"Aspect Star 'N'"
"152215";"Assimilate"
"1331";"Astérix"
"421065";"Asteroids"
"1760";"Astro Fang - Super Machine"
"367428";"Astro Ninja Man"
"421059";"Astro Ninja Man DX"
"18574";"Astro Robo Sasa"
"421062";"Astro Smash 'n' Blast!"
"421056";"Astrosmash"
"1587";"Astyanax"
"421053";"Atari Flashback"
"1462";"Athena"
"18575";"Atlantis No Nazo"
"18576";"Attack Animal Gakuen"
"1389";"Attack Of The Killer Tomatoes"
"421068";"Auge"
