path,ssName,ssRegion,ssId,confidence
Drakengard 3.desktop,Drakengard 3,eu,25115,75
METAL GEAR SOLID 4ＡGUNS OF THE PATRIOTS.desktop,Metal Gear Solid 4 - Guns Of The Patriots,eu,24760,36
NIER.desktop,Nier,eu,25716,42
