path,ssName,ssRegion,ssId,confidence
Drakengard (USA).iso,Drakengard,us,22085,
"ICO (Europe) (En,Fr,De,Es,It).iso",ICO,eu,21945,42
"Metal Gear Solid 2 - Substance (Europe) (En,Fr,De,Es,It).iso",Metal Gear Solid 2 Substance,eu,21968,64
"Metal Gear Solid 3 - Snake Eater (Europe, Australia) (En,Fr).iso",Metal Gear Solid 3 - Snake Eater,"eu,au",21892,67
Need for Speed - Underground 2 (USA).iso,Need For Speed Underground 2,us,21908,79
"Rayman 3 - Hoodlum Havoc (Europe) (En,Fr,De,Es,It).iso",Rayman 3 - Hoodlum Havoc,eu,21996,62
"Shadow of the Colossus (Europe, Australia) (En,Fr,De,Es,It).iso",Shadow Of The Colossus,"eu,au",21887,47
Shin Megami Tensei - Persona 3 FES (USA).iso,Shin Megami Tensei : Persona 3 FES,us,22044,63
Drakengard 2.iso,Drakengard 2,eu,22272,86
