path,ssName,ssRegion,ssId,confidence
Madou Monogatari I - 3-Tsu no Madoukyuu (Japan).zip,Madou Monogatari I - 3tsu No Madoukyuu,jp,13048,92
Madou Monogatari II - Arle 16-Sai (Japan).zip,Madou Monogatari 2 - Arle 16-sai,jp,13049,91
Madou Monogatari III - Kyuukyoku Joou-sama (Japan).zip,,,,
Madou Monogatari III - Kyuukyoku Joou-sama (Japan) (Rev 1).zip,Madou Monogatari 3 - Kyuukyoku Joou-sama,jp,13050,93
Magic Knight Rayearth 2 - Making of Magic Knight (Japan).zip,Magic Knight Rayearth 2 - Making Of Magic Knight,jp,13036,97
Magic Knight Rayearth (Japan).zip,Magic Knight Rayearth,jp,12930,98
"Magical Puzzle Popils (World) (En,Ja).zip",Magical Puzzle Popils,wor,46297,
Magical Taruruuto-kun (Japan).zip,Magical Taruruuto-kun,jp,65685,98
"Majors, The - Pro Baseball (USA).zip","Majors - Pro Baseball, The",us,65686,83
Man Overboard! (Europe).zip,S.S. Lucifer - Man Overboard,eu,13035,60
Mappy (Japan).zip,Mappy,jp,12976,91
"Marble Madness (USA, Europe).zip",Marble Madness,"us,eu",12948,97
"Marko's Magic Football (Europe) (En,Fr,De,Es).zip",Marko's Magic Football,eu,13065,96
Master of Darkness (Europe).zip,Master Of Darkness,eu,12977,92
Mega Man (USA).zip,Mega Man,us,12868,94
Megami Tensei Gaiden - Last Bible (Japan).zip,Megami Tensei Gaiden - Last Bible,jp,13003,99
Megami Tensei Gaiden - Last Bible Special (Japan).zip,Megami Tensei Gaiden - Last Bible Special,jp,12971,99
Mickey Mouse Densetsu no Oukoku - Legend of Illusion (Japan).zip,Mickey Mouse Densetsu no Oukoku,jp,12944,
Mickey Mouse no Castle Illusion (Japan).zip,Mickey Mouse no Castle Illusion,jp,12857,
Mickey Mouse no Mahou no Crystal (Japan).zip,Mickey Mouse no Mahou no Crystal,jp,12902,
Mickey's Ultimate Challenge (USA).zip,Mickey's Ultimate Challenge,us,12884,98
Micro Machines 2 - Turbo Tournament (Europe).zip,Micro Machines 2 - Turbo Tournament,eu,12989,99
"Micro Machines (USA, Europe).zip",Micro Machines,"us,eu",12896,97
"Micro Machines (USA, Europe) (Beta).zip",Micro Machines,"us,eu",12896,93
"Mighty Morphin Power Rangers (USA, Europe).zip",Mighty Morphin Power Rangers,"us,eu",12906,98
"Mighty Morphin Power Rangers (USA, Europe) (Beta) (1994-07-16).zip",Mighty Morphin Power Rangers,"us,eu",12906,95
"Mighty Morphin Power Rangers - The Movie (USA, Europe).zip",Mighty Morphin Power Rangers - The Movie,"us,eu",65411,99
MLBPA Baseball (USA).zip,Mlbpa Baseball,us,65687,69
Moldorian - Hikari to Yami no Sister (Japan).zip,Moldorian - Hikari To Yami No Sister,jp,65688,93
"Monster Truck Wars (USA, Europe).zip",Monster Truck Wars,"us,eu",65689,97
Monster World II - Dragon no Wana (Japan).zip,Monster World II - Dragon no Wana,jp,12870,
Mortal Kombat 3 (Europe).zip,Mortal Kombat 3,eu,12854,97
"Mortal Kombat (USA, Europe).zip",Mortal Kombat,"us,eu",12855,
Mortal Kombat - Shinken Kourin Densetsu (Japan).zip,Mortal Kombat - Shinken Kourin Densetsu,jp,12855,
Mortal Kombat II (World).zip,Mortal Kombat II,wor,12858,
Ms. Pac-Man (USA).zip,Ms. Pac-man,us,12965,87
Nazo Puyo 2 (Japan).zip,Nazo Puyo 2,jp,12985,96
Nazo Puyo (Japan).zip,Nazo Puyo,jp,12978,
Nazo Puyo (Japan) (Rev 1).zip,Nazo Puyo,jp,12978,95
Nazo Puyo Arle no Roux (Japan).zip,Nazo Puyo Arle No Roux,jp,13029,93
Nazo Puyo Arle no Roux (Japan) (Development Edition).zip,Nazo Puyo Arle No Roux,jp,13029,91
"NBA Action Starring David Robinson (USA, Brazil).zip",Nba Action Starring David Robinson,,13024,93
NBA Jam (Japan).zip,Nba Jam,jp,12964,67
NBA Jam (USA) (Rev 1).zip,Nba Jam,us,12964,62
