path,ssName,ssRegion,ssId,confidence
Astral Chain [01007300020FA000].nsp,Astral Chain,wor,198449,51
Super Mario Bros. Wonder[010015100B514000][v0][US](nsw2u.com).nsp,Super Mario Bros. Wonder,wor,433543,54
The Legend of Zelda Tears of the Kingdom [0100F2C0115B6000][v0][US].nsp,"Legend of Zelda - Tears of the Kingdom, The",wor,430463,65
