path,ssName,ssRegion,ssId,confidence
Ou-chan no Oekaki Logic (Japan).zip,Ou-chan No Oekaki Logic,jp,38512,76
Pocket Fighter (Japan).zip,Pocket Fighter,jp,38513,70
Pro Mahjong Kiwame for WonderSwan (Japan) (Rev 1).zip,Pro Mahjong Kiwame For Wonderswan,jp,65790,72
Puyo Puyo Tsuu (Japan).zip,Puyo Puyo 2,jp,38514,54
Puzzle Bobble (Japan).zip,Puzzle Bobble,jp,65791,68
Rainbow Islands - Putty's Party (Japan).zip,Rainbow Islands - Putty's Party,jp,38515,84
Ring Infinity (Japan).zip,Ring Infinity,jp,65792,68
"Robot Works (Asia) (En,Ja) (Rev 1).zip",Robot Works,asi,65793,45
Rockman & Forte - Mirai Kara no Chousensha (Japan).zip,Rockman And Forte - Mirai Kara No Chousensha,jp,65794,82
Sangokushi for WonderSwan (Japan).zip,Sangokushi For Wonderswan,jp,65795,74
Sangokushi II for WonderSwan (Japan).zip,Sangokushi 2 For Wonderswan,jp,65796,72
SD Gundam - Emotional Jam (Japan) (Rev 3).zip,Sd Gundam - Emotional Jam,jp,65797,69
SD Gundam G Generation - Gather Beat (Japan).zip,Sd Gundam G Generation - Gather Beat,jp,65798,83
SD Gundam Gashapon Senki - Episode 1 (Japan).zip,Sd Gundam Gashapon Senki - Episode 1,jp,65799,83
Senkaiden - TV Animation Senkaiden Houshin Engi Yori (Japan).zip,Senkaiden - Tv Animation Senkaiden Houshin Engi Yori,jp,65800,88
Sennou Millennium (Japan).zip,Sennou Millennium,jp,65801,74
Shanghai Pocket (Japan).zip,Shanghai Pocket,jp,38518,71
Shin Nihon Pro Wrestling - Toukon Retsuden (Japan) (Rev 1).zip,Shin Nihon Pro Wrestling Toukon Retsuden,jp,38519,78
Shougi Touryuumon (Japan).zip,Shougi Touryuumon,jp,65802,74
Side Pocket for WonderSwan (Japan).zip,Side Pocket,jp,38520,
Slither Link (Japan).zip,Slither Link,jp,38521,67
Soccer Yarou! - Challenge the World (Japan).zip,Soccer Yarou! ~challenge The World~,jp,38522,76
Sotsugyou for WonderSwan (Japan) (Rev 1).zip,Sotsugyou For Wonderswan,jp,65803,65
Space Invaders (Japan).zip,Space Invaders,jp,38523,70
Super Robot Taisen Compact 2 - Dai-1-bu - Chijou Gekidou Hen (Japan).zip,Super Robot Taisen Compact 2 - Dai-1-bu - Chijou Gekidou Hen,jp,65805,91
Super Robot Taisen Compact 2 - Dai-2-bu - Uchuu Gekishin Hen (Japan) (Rev 4).zip,Super Robot Taisen Compact 2 - Dai-2-bu - Uchuu Gekishin Hen,jp,65806,86
Super Robot Taisen Compact 2 - Dai-3-bu - Ginga Kessen Hen (Japan) (Rev 2).zip,Super Robot Taisen Compact 2 - Dai-3-bu - Ginga Kessen Hen,jp,65807,85
Super Robot Taisen Compact (Japan) (Rev 2).zip,Super Robot Taisen Compact,jp,65804,72
Taikyoku Igo - Heisei Kiin (Japan).zip,Taikyoku Igo - Heisei Kiin,jp,65808,81
Tanjou Debut for WonderSwan (Japan) (Rev 1).zip,Tanjou Debut For Wonderswan,jp,65809,68
Tare Panda no GunPey (Japan).zip,Tarepanda No Gunpey,jp,38524,63
Tekken Card Challenge (Japan).zip,Tekken Card Challenge,jp,38525,78
Terrors (Japan).zip,Terrors,jp,65810,54
Tetsujin 28 Gou (Japan).zip,Tetsujin 28 Gou,jp,65811,71
Time Bokan Series - Bokan Densetsu - Buta mo Odaterya Doronboo (Japan).zip,Time Bokan Series - Bokan Densetsu - Butamo Odaterya Doronbou,jp,65812,89
Tokyo Majin Gakuen - Fuju Houroku (Japan).zip,Tokyo Majin Gakuen - Fuju Houroku,jp,65813,85
Trump Collection 2 - Bottom-Up Teki Sekaiisshuu no Tabi (Japan) (Rev 1).zip,Trump Collection 2 - Bottom-up Teki Sekaiisshuu No Tabi,jp,65815,82
Trump Collection - Bottom-Up Teki Trump Seikatsu (Japan) (Rev 1).zip,Trump Collection - Bottom-up Teki Trump Seikatsu,jp,65814,81
Turntablist - DJ Battle (Japan).zip,Turntablist - Dj Battle,jp,65816,76
Umizuri ni Ikou! (Japan).zip,Umitsuri Ni Ikou!,jp,38526,62
Uzumaki - Denshi Kaiki Hen (Japan) (Rev 4).zip,Uzumaki - Denshi Kaikihen,jp,38527,68
Uzumaki - Noroi Simulation (Japan).zip,Uzumaki - Noroi Simulation,jp,38528,81
Vaitz Blade (Japan) (Rev 1).zip,Vaitz Blade,jp,65817,52
Wasabi Produce - Street Dancer (Japan).zip,Wasabi Produce - Street Dancer,jp,38531,83
Wonder Stadium '99 (Japan).zip,Wonder Stadium '99,jp,38530,75
Wonder Stadium (Japan).zip,Wonder Stadium,jp,38529,70
WonderSwan Handy Sonar (Japan) (Rev 1).zip,Wonderswan Handy Sonar,jp,159511,66
