path,ssName,ssRegion,ssId,confidence
"Thunder Blade (USA, Europe, Brazil).zip",Thunder Blade,,849,50
"Time Soldiers (USA, Europe, Brazil).zip",Time Soldiers,,949,50
"Tom and Jerry - The Movie (Europe, Brazil).zip",Tom And Jerry - The Movie,,939,68
"TransBot (USA, Europe, Brazil).zip",Transbot,,805,
"Trivial Pursuit - Genus Edition (Europe) (En,Fr,De,Es).zip",Trivial Pursuit - Genus Edition,eu,831,70
"Ultima IV - Quest of the Avatar (Europe, Brazil).zip",Ultima 4 - Quest Of The Avatar,,818,66
"Ultimate Soccer (Europe, Brazil) (En,Fr,De,Es,It).zip",Ultimate Soccer,,997,
"Vigilante (USA, Europe, Brazil).zip",Vigilante,,857,
Walter Payton Football (USA).zip,Walter Payton Football,us,1005,
"Wanted (USA, Europe, Brazil).zip",Wanted,,950,
Where in the World is Carmen Sandiego (USA).zip,Where In The World Is Carmen Sandiego,us,783,81
Wimbledon (Europe).zip,Wimbledon,eu,192448,
"Wimbledon II ~ Wimbledon (Europe, Brazil).zip",Wimbledon 2,,59405,61
"Winter Olympics (Europe) (En,Fr,De,Es,It,Pt,Sv,No).zip",Winter Olympics - Lillehammer '94,eu,980,41
"Wolfchild (Europe, Brazil).zip",Wolfchild,,910,46
"Wonder Boy (USA, Europe, Brazil) (Rev 1).zip",Wonder Boy,,767,
"Wonder Boy III - The Dragon's Trap (USA, Europe).zip",Wonder Boy 3 - The Dragon's Trap,"us,eu",758,74
"Wonder Boy in Monster Land (USA, Europe).zip",Wonder Boy In Monster Land,"us,eu",764,71
Wonder Boy in Monster World (Europe).zip,Wonder Boy In Monster World,eu,774,78
Woody Pop - Shinjinrui no Block Kuzushi (Japan).zip,Woody Pop,jp,18542,
"World Class Leader Board (Europe, Brazil).zip",World Class Leader Board,,1001,70
"World Cup Italia '90 ~ Super Futebol II (Europe, Brazil).zip",World Cup Italia '90,,858,50
"World Cup USA 94 (Europe, Brazil) (En,Fr,De,Es,It,Nl,Pt,Sv).zip",World Cup Usa 94,,18544,35
"World Games (Europe, Brazil).zip",World Games,,958,51
"World Grand Prix (USA, Brazil).zip",World Grand Prix,,924,64
World Soccer ~ Great Soccer ~ Super Futebol (World).zip,World Soccer,,898,
"WWF Wrestlemania - Steel Cage Challenge (Europe, Brazil).zip",Wwf Wrestlemania - Steel Cage Challenge,,947,75
Xenon 2 - Megablast (Europe) (Rev 1).zip,Xenon 2 - Megablast,eu,847,64
"Ys - The Vanished Omens (USA, Europe, Brazil).zip",Ys - The Vanished Omens,,824,64
Zaxxon 3-D (World).zip,Zaxxon 3d,wor,936,58
"Zillion (USA, Europe) (Rev 1).zip",Zillion,"us,eu",937,
Zillion II - The Tri Formation (World).zip,Zillion 2 - The Tri Formation,wor,915,79
Zool - Ninja of the 'Nth' Dimension (Europe).zip,Zool - Ninja Of The Nth Dimension,eu,977,77
