path,ssName,ssRegion,ssId,confidence
"Dance Fantasy (USA, Europe).zip",Dance Fantasy,"us,eu",111446,59
"Dancing Feats (USA, Europe).zip",Dancing Feats,"us,eu",111441,59
"Defender (USA, Europe).zip",Defender,"us,eu",36522,
"Dela S-4-Modul (USA, Europe) (Program).zip",,,,
"Delta Drawing (USA, Europe) (Program).zip",Delta Drawing,"us,eu",111537,48
"Designer's Pencil, The (USA, Europe) (Program).zip",,,,
"Diamond Mine (USA, Europe).zip",Diamond Miner,"us,eu",177757,60
"Diary 64 (USA, Europe) (Program).zip",,,,
"Dig Dug (USA, Europe).zip",Dig Dug,"us,eu",36110,44
"Doc'64 (USA, Europe) (v2.2) (Program).zip",,,,
"Donkey Kong (USA, Europe).zip",Donkey Kong (Atarisoft),"us,eu",35843,65
"Dot Gobbler (USA, Europe).zip",Dot Gobbler,"us,eu",111675,55
"Dot Gobbler (USA, Europe) (Alt 1).zip",,,,
"Double Dragon (USA, Europe) (HES).zip",,,,
"Double Dragon (USA, Europe) (Ocean).zip",Double Dragon (Ocean),"us,eu",415594,70
"Dragonsden (USA, Europe).zip",Dragon's Den (Compute!),"us,eu",419592,59
"Ducks Ahoy! (USA, Europe).zip",Ducks Ahoy!,"us,eu",111747,55
"Electronic Mailbox-64 (USA, Europe) (Program).zip",,,,
"Epyx Fast Load Cartridge (USA, Europe) (Program).zip",,,,
"Ernie's Magic Shapes (USA, Europe).zip",Ernie's Magic Shapes,"us,eu",111937,69
"Espial (USA, Europe).zip",Espial,"us,eu",111929,
"ExBASIC Level II (USA, Europe) (v64.1) (Program).zip",,,,
"Expert, The (USA, Europe) (Program).zip",,,,
"Express Cartridge (USA, Europe) (Program).zip",,,,
"Facemaker (USA, Europe).zip",Facemaker,"us,eu",112008,
"Falconian Invaders (USA, Europe).zip",Falconian Invaders,"us,eu",111998,67
Fiendish Freddy's Big Top o' Fun + International Soccer + Flimbo's Quest + Klax (Europe) (C 64 Games System).zip,Fiendish Freddy's Big Top O' Fun,eu,35915,43
"Final Cartridge III, The (USA, Europe) (Dec 88) (Program).zip",,,,
"Final Cartridge III, The (USA, Europe) (May 88) (Program).zip",,,,
"Final Cartridge III, The (USA, Europe) (Nov 87) (Program).zip",,,,
"Final Cartridge III, The (USA, Europe) (Sep 87) (Program).zip",,,,
"Final Cartridge, The (USA, Europe) (Program).zip",,,,
"Financial Advisor, The (USA, Europe) (Program).zip",,,,
Format- und Hardcopymodul (Germany) (Program).zip,,,,
"Fraction Fever (USA, Europe).zip",Fraction Fever,"us,eu",112198,61
"Frog Master (USA, Europe).zip",Frog Master,"us,eu",112222,
"Frogger (USA, Europe).zip",Frogger (Coplin),"us,eu",116386,59
