path,ssName,ssRegion,ssId,confidence
Burning Paper (Japan).zip,Burning Paper,jp,65230,68
"Bust-A-Move 2 - Arcade Edition (USA, Europe).zip",Bust-a-move 2 Arcade Edition,"us,eu",3333,68
Bust-A-Move 3 DX (Europe).zip,Bust-a-move 3 Dx,eu,65231,58
Buster Bros. (USA).zip,Buster Bros. / Pang,us,65232,63
Caesars Palace (USA) (Rev 1).zip,Caesars Palace,us,65234,61
Capcom Quiz - Hatena no Daibouken (Japan).zip,Capcom Quiz - Hatena No Daibouken,jp,65235,82
Captain America and the Avengers (USA).zip,Captain America And The Avengers,us,3537,81
Captain Tsubasa J - Zenkoku Seiha e no Chousen (Japan) (SGB Enhanced).zip,Captain Tsubasa J - Zenkoku Seiha E No Chousen,jp,65236,74
Captain Tsubasa VS (Japan).zip,Captain Tsubasa Vs,jp,66171,71
Card Game (Japan).zip,Card Game,jp,66174,60
"Casino FunPak (USA, Europe).zip",Casino Funpak,"us,eu",3699,55
Casper (USA).zip,Casper,us,3098,55
Castelian (USA).zip,Castelian,us,68933,64
Castlevania - The Adventure (USA).zip,Castlevania - The Adventure,us,3021,84
"Castlevania II - Belmont's Revenge (USA, Europe).zip",Castlevania 2 - Belmont's Revenge,"us,eu",3048,75
"Castlevania Legends (USA, Europe) (SGB Enhanced).zip",Castlevania Legends,"us,eu",3004,54
Catrap (USA).zip,Catrap,us,3280,
Cave Noire (Japan).zip,Cave Noire,jp,66209,62
"Centipede (USA, Europe).zip",Centipede,"us,eu",66210,50
Chachamaru Boukenki 3 - Abyss no Tou (Japan).zip,Chachamaru Boukenki 3 - Abyss No Tou,jp,66212,83
Chachamaru Panic (Japan).zip,Chachamaru Panic,jp,66214,73
Chalvo 55 - Super Puzzle Action (Japan).zip,Chalvo 55 - Super Puzzle Action,jp,66217,84
Championship Pool (USA).zip,Championship Pool,us,66219,77
"Chase H.Q. (USA, Europe).zip",Chase H.q.,"us,eu",3415,47
"Chessmaster, The (USA) (Rev 1).zip",Chessmaster,us,3209,
Chibi Maruko-chan 2 - Deluxe Maruko World (Japan).zip,Chibi Maruko-chan 2 - Deluxe Maruko World,jp,66228,87
Chibi Maruko-chan 3 - Mezase! Game Taishou no Maki (Japan).zip,Chibi Maruko-chan 3 - Mezase! Game Taishou No Maki,jp,66230,88
Chibi Maruko-chan 4 - Kore ga Nihon Da yo! Ouji-sama (Japan).zip,Chibi Maruko-chan 4 - Kore Ga Nihon Da Yo! Ouji-sama,jp,66231,86
Chibi Maruko-chan - Maruko Deluxe Theater (Japan) (SGB Enhanced).zip,Chibi Maruko-chan - Maruko Deluxe Gekijou,jp,66234,68
Chibi Maruko-chan - Okozukai Daisakusen! (Japan).zip,Chibi Maruko-chan - Okozukai Daisakusen!,jp,66237,87
Chiki Chiki Machine Mou Race (Japan).zip,Chiki Chiki Machine Mou Race,jp,66239,82
Chiki Chiki Tengoku (Japan).zip,Chiki Chiki Tengoku,jp,66240,76
Chikyuu Kaihou Gun ZAS (Japan) (En).zip,Chikyuu Kaihou Gun Zas,jp,66242,69
Choplifter II - Rescue & Survive (USA).zip,Choplifter 2 - Rescue And Survive,us,66250,77
Choplifter III (Europe).zip,Choplifter 3,eu,3463,56
Chou Mashin Eiyuu Den Wataru - Mazekko Monster 2 (Japan) (SGB Enhanced).zip,Chou Majin Eiyuuden - Wataru Mazekko Monster 2,jp,66256,69
Chou Mashin Eiyuu Den Wataru - Mazekko Monster (Japan) (SGB Enhanced).zip,Chou Mashin Eiyuu Den Wataru - Mazekko Monster,jp,66255,
Chousoku Spinner (Japan) (SGB Enhanced).zip,Chousoku Spinner,jp,66257,54
"Chuck Rock (USA, Europe).zip",Chuck Rock,"us,eu",3502,53
"Cliffhanger (USA, Europe).zip",Cliffhanger,"us,eu",66271,55
Collection Pocket (Japan) (SGB Enhanced).zip,Collection Pocket,jp,66282,56
College Slam (USA).zip,College Slam,us,3570,71
Contra - The Alien Wars (USA) (SGB Enhanced).zip,Contra - The Alien Wars,us,3324,65
Cool Ball (USA).zip,Cool Ball,us,66311,64
Cool Hand (Europe).zip,Cool Hand,eu,66313,58
Cool Spot (USA).zip,Cool Spot,us,3267,64
"Cool World (USA, Europe).zip",Cool World,"us,eu",66314,53
Cosmo Tank (USA).zip,Cosmo Tank,us,66317,67
Crayon Shin-chan 2 - Ora to Wanpaku Gokko Dazo (Japan).zip,Crayon Shin-chan 2 - Ora To Wanpaku Gokko Dazo,jp,66324,87
