system,path,name,ssId,region,desc,rating,releasedate,developer,publisher,genre,players,3dboxes,physicalmedia,marquees,videos,screenshots,titlescreens,fanarts
megadrive,"Cadash (USA, Asia, Korea).zip",Yes,260,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Caesars Palace (USA).zip,Yes,450,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Cal Ripken Jr. Baseball (USA).zip,Yes,730,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Caliber.50 (USA).zip,Yes,1030,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"California Games (USA, Europe).zip",Yes,348,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Cannon Fodder (Europe).zip,Yes,241,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Captain America and the Avengers (USA).zip,Yes,258,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Captain Planet and the Planeteers (Europe).zip,Yes,446,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Cascade (World) (Unl).zip,Yes,155467,wor,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Castle of Illusion Starring Mickey Mouse (USA, Europe).zip",Yes,22,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Castlevania - Bloodlines (USA).zip,Yes,40,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Centurion - Defender of Rome (USA, Europe).zip",Yes,247,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Chakan (USA, Europe).zip",Yes,133,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Champions World Class Soccer (World) (En,Fr,De,Es).zip",Yes,639,wor,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Championship Bowling (USA).zip,Yes,1031,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Championship Pool (USA).zip,Yes,743,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Championship Pro-Am (USA).zip,Yes,603,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Chaos Engine 2, The (Europe) (Proto).zip",Yes,1032,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Chase H.Q. II (USA).zip,Yes,423,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Cheese Cat-Astrophe Starring Speedy Gonzales (Europe) (En,Fr,De,Es).zip",Yes,298,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Chester Cheetah - Too Cool to Fool (USA).zip,Yes,376,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Chester Cheetah - Wild Wild Quest (USA).zip,Yes,692,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Chi Chi's Pro Challenge Golf (USA).zip,Yes,672,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Chibi Maruko-chan - Wakuwaku Shopping (Japan).zip,Yes,18373,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Chiki Chiki Boys (USA, Europe).zip",Yes,320,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Chou Kyuukai Miracle Nine (Japan).zip,Yes,1034,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Chuck Rock (USA).zip,Yes,165,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Chuck Rock II - Son of Chuck (USA).zip,Yes,251,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Classic Collection (Europe).zip,Yes,18374,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,ClayFighter (USA).zip,Yes,457,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Cliffhanger (USA).zip,Yes,531,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Clue (USA).zip,Yes,549,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Coach K College Basketball (USA).zip,Yes,1035,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,College Football USA 96 (USA).zip,Yes,712,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,College Football USA 97 (USA).zip,Yes,529,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,College Football's National Championship (USA).zip,Yes,1036,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,College Football's National Championship II (USA).zip,Yes,1037,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,College Slam (USA).zip,Yes,658,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Columns (USA, Europe).zip",Yes,264,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Columns III (USA).zip,Yes,567,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Combat Aces (USA) (Proto) (Unl).zip,Yes,124932,us,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Combat Cars (USA, Europe).zip",Yes,659,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Comix Zone (USA).zip,Yes,35,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Congo - The Game (USA) (Proto).zip,Yes,1038,us,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Contra - Hard Corps (USA, Korea).zip",Yes,69,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Cool Spot (USA).zip,Yes,104,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Cosmic Spacehead (USA, Europe) (En,Fr,De,Es).zip",Yes,548,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Crack Down (USA).zip,Yes,257,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Crayon Shin-chan - Arashi o Yobu Enji (Japan).zip,Yes,1040,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,CrossFire (USA).zip,,,us,,,,,,,,,,,,,,
megadrive,"Crue Ball - Heavy Metal Pinball (USA, Europe).zip",Yes,407,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Crusader of Centy (USA).zip,Yes,13,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Crystal's Pony Tale (USA).zip,Yes,1041,us,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Curse (Japan).zip,Yes,150,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Cutie Suzuki no Ringside Angel (Japan).zip,Yes,1042,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"CutThroat Island (USA, Europe).zip",Yes,432,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Cyber-Cop (USA).zip,Yes,38955,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Cyberball (World).zip,Yes,496,wor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Cyborg Justice (USA, Europe).zip",Yes,425,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Daffy Duck in Hollywood (Europe) (En,Fr,De,Es,It).zip",Yes,274,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dahna - Megami Tanjou (Japan).zip,Yes,611,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Daimakaimura ~ Ghouls'n Ghosts (World) (Rev B).zip,Yes,45,wor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Daisenpuu ~ Twin Hawk (Japan, Europe).zip",Yes,474,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dangerous Seed (Japan).zip,Yes,538,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Danny Sullivan's Indy Heat (USA) (Proto).zip,Yes,109253,us,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Dark Castle (USA, Europe).zip",Yes,175,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Darwin 4081 (Japan, Korea).zip",Yes,1043,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dashin' Desperadoes (USA).zip,Yes,266,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,David Crane's Amazing Tennis (USA).zip,Yes,532,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"David Robinson's Supreme Court (USA, Europe).zip",Yes,539,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Davis Cup II (USA) (Proto) (1994-07-28).zip,Yes,1044,us,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Davis Cup Tennis ~ Davis Cup World Tour (USA, Europe).zip",Yes,551,"us,eu",Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Deadly Moves (USA).zip,Yes,642,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Death and Return of Superman, The (USA).zip",Yes,262,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Death Duel (USA).zip,Yes,629,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"DEcapAttack (USA, Europe, Korea).zip",Yes,1046,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Demolition Man (USA, Europe).zip",Yes,245,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Desert Demolition Starring Road Runner and Wile E. Coyote (USA, Europe).zip",Yes,180,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Desert Strike - Return to the Gulf (USA, Europe).zip",Yes,63,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Devilish - The Next Possession (USA).zip,Yes,409,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dial Q o Mawase! (Japan) (Unl).zip,Yes,38956,jp,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dick Tracy (World).zip,Yes,121,wor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Dick Vitale's 'Awesome, Baby!' College Hoops (USA).zip",Yes,1047,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dino Dini's Soccer (Europe).zip,Yes,677,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dino Land (USA).zip,Yes,593,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Dinosaur's Tale, A (USA).zip",Yes,1048,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Disney Collection, The - QuackShot Starring Donald Duck + Castle of Illusion Starring Mickey Mouse (Europe).zip",Yes,209,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Divine Sealing (Japan) (Unl).zip,Yes,693,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,DJ Boy (USA).zip,Yes,418,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dominus (USA) (Proto).zip,Yes,1049,us,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,
megadrive,Donald in Maui Mallard (Europe) (Rev A).zip,Yes,70,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Doom Troopers (USA).zip,Yes,459,us,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Doraemon - Yume Dorobou to 7 Nin no Gozans (Japan).zip,Yes,1050,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Double Clutch (Europe).zip,Yes,635,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Double Dragon 3 - The Arcade Game (USA, Europe).zip",Yes,240,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Double Dragon (USA, Europe) (Unl).zip",Yes,126,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Double Dragon II - The Revenge (Japan) (En).zip,Yes,177,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Double Dragon V - The Shadow Falls (USA).zip,Yes,352,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Double Dribble - The Playoff Edition (USA).zip,Yes,670,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dr. Robotnik's Mean Bean Machine (USA).zip,Yes,71,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dragon - The Bruce Lee Story (USA).zip,Yes,91,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dragon Ball Z - Buyuu Retsuden (Japan).zip,Yes,21,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dragon Slayer - Eiyuu Densetsu (Japan).zip,Yes,18380,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dragon Slayer - Eiyuu Densetsu II (Japan).zip,Yes,641,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dragon's Eye Plus - Shanghai III (Japan).zip,Yes,18379,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Dragon's Fury (USA, Europe).zip",Yes,160,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Dragon's Lair (USA) (Proto) (June, 1994).zip",Yes,1051,us,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Dragon's Revenge (USA, Europe).zip",Yes,477,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dune - The Battle for Arrakis (USA).zip,Yes,93,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Dungeons & Dragons - Warriors of the Eternal Sun (USA, Europe).zip",Yes,135,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dyna Brothers 2 (Japan).zip,Yes,18381,jp,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dyna Brothers (Japan).zip,Yes,38958,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Dynamite Duke (World) (Rev A).zip,Yes,451,wor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Dynamite Headdy (USA, Europe).zip",Yes,157,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,DynoBlaze (USA) (Proto).zip,Yes,124963,us,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,
megadrive,EA Hockey (Europe).zip,Yes,109362,eu,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,EA Sports Double Header (Europe).zip,Yes,1052,eu,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Earnest Evans (USA).zip,Yes,435,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Earth Defense ~ Earth Defend, The (USA, Asia) (Unl).zip",Yes,1053,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Earthworm Jim 2 (USA).zip,Yes,64,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Earthworm Jim (USA).zip,Yes,31,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Ecco - The Tides of Time (USA).zip,Yes,95,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Ecco Jr. (USA, Australia).zip",Yes,339,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Ecco the Dolphin (USA, Europe, Korea).zip",Yes,26,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,El.Viento (USA).zip,Yes,389,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Elemental Master (USA).zip,Yes,426,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Eliminate Down (Japan).zip,Yes,98,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,ESPN Baseball Tonight (USA).zip,Yes,1055,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,ESPN National Hockey Night (USA).zip,Yes,660,us,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,ESPN Speed World (USA).zip,Yes,1056,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,ESPN Sunday Night NFL (USA).zip,Yes,1057,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"ESWAT - City under Siege (USA, Europe) (Rev A).zip",Yes,103616,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Eternal Champions (USA).zip,Yes,83,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,European Club Soccer (Europe).zip,Yes,344,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Evander Holyfield's 'Real Deal' Boxing (World).zip,Yes,434,wor,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Ex-Mutants (USA, Europe).zip",Yes,248,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Exile (USA).zip,Yes,442,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Exo Squad (USA).zip,Yes,385,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Exodus - Journey to the Promised Land (USA) (Unl).zip,Yes,568,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,F1 - World Championship Edition (USA) (Proto 2).zip,Yes,374,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,F1 Circus MD (Japan).zip,Yes,524,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,F-15 Strike Eagle II (USA).zip,Yes,578,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"F-22 Interceptor - Advanced Tactical Fighter (USA) (June, 1992).zip",Yes,340,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"F-117 Night Storm (USA, Europe).zip",Yes,569,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Faery Tale Adventure, The (USA, Europe).zip",Yes,309,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Family Feud (USA).zip,Yes,1058,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Fantasia (World) (Rev A).zip,Yes,58,wor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Fantastic Dizzy (USA, Europe) (En,Fr,De,Es,It).zip",Yes,301,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Fastest 1 (Japan).zip,Yes,1059,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Fatal Fury 2 (USA, Korea).zip",Yes,147,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Fatal Fury (USA).zip,Yes,153,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Fatal Labyrinth (USA, Europe).zip",Yes,233,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Fatal Rewind (USA, Europe).zip",Yes,402,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Ferrari Grand Prix Challenge (USA).zip,Yes,441,us,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Fido Dido (USA) (Proto).zip,Yes,242,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"FIFA 98 - Road to World Cup (Europe) (En,Fr,Es,It,Sv).zip",Yes,124,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"FIFA International Soccer (USA, Europe) (En,Fr,De,Es).zip",Yes,221,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"FIFA Soccer 95 (USA, Europe) (En,Fr,De,Es).zip",Yes,109,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"FIFA Soccer 96 (USA, Europe) (En,Fr,De,Es,It,Sv).zip",Yes,218,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"FIFA Soccer 97 (USA, Europe) (En,Fr,De,Es,It,Sv).zip",Yes,236,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Fighting Masters (USA).zip,Yes,396,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Fire Mustang (Japan).zip,Yes,630,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Fire Shark (USA).zip,Yes,462,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Flash Point (Japan) (En) (Proto).zip,Yes,1063,jp,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,
megadrive,"Flashback - The Quest for Identity (USA) (En,Fr).zip",Yes,32,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Flicky (USA, Europe).zip",Yes,293,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Flink (Europe).zip,Yes,96,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,"Flintstones, The (USA).zip",Yes,324,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Flux (Europe) (Requires MegaCD) (Program).zip,,,eu,,,,,,,,,,,,,,
megadrive,Foreman for Real (World).zip,Yes,616,wor,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Forgotten Worlds (World) (Rev A).zip,Yes,316,wor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
megadrive,Formula One (USA).zip,Yes,337,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
