system,path,name,ssId,region,desc,rating,releasedate,developer,publisher,genre,players,3dboxes,physicalmedia,marquees,videos,screenshots,titlescreens,fanarts
gb,Captain America and the Avengers (USA).zip,Yes,3537,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Captain Tsubasa J - Zenkoku Seiha e no Chousen (Japan) (SGB Enhanced).zip,Yes,65236,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Captain Tsubasa VS (Japan).zip,Yes,66171,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Card Game (Japan).zip,Yes,66174,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Casino FunPak (USA, Europe).zip",Yes,3699,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Casper (USA).zip,Yes,3098,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Castelian (USA).zip,Yes,68933,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Castlevania - The Adventure (USA).zip,Yes,3021,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Castlevania II - Belmont's Revenge (USA, Europe).zip",Yes,3048,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Castlevania Legends (USA, Europe) (SGB Enhanced).zip",Yes,3004,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Catrap (USA).zip,Yes,3280,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Cave Noire (Japan).zip,Yes,66209,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Centipede (USA, Europe).zip",Yes,66210,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Chachamaru Boukenki 3 - Abyss no Tou (Japan).zip,Yes,66212,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Chachamaru Panic (Japan).zip,Yes,66214,jp,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Chalvo 55 - Super Puzzle Action (Japan).zip,Yes,66217,jp,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Championship Pool (USA).zip,Yes,66219,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Chase H.Q. (USA, Europe).zip",Yes,3415,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Chessmaster, The (USA) (Rev 1).zip",Yes,3209,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,
gb,Chibi Maruko-chan 2 - Deluxe Maruko World (Japan).zip,Yes,66228,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Chibi Maruko-chan 3 - Mezase! Game Taishou no Maki (Japan).zip,Yes,66230,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Chibi Maruko-chan 4 - Kore ga Nihon Da yo! Ouji-sama (Japan).zip,Yes,66231,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Chibi Maruko-chan - Maruko Deluxe Theater (Japan) (SGB Enhanced).zip,Yes,66234,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Chibi Maruko-chan - Okozukai Daisakusen! (Japan).zip,Yes,66237,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Chiki Chiki Machine Mou Race (Japan).zip,Yes,66239,jp,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Chiki Chiki Tengoku (Japan).zip,Yes,66240,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Chikyuu Kaihou Gun ZAS (Japan) (En).zip,Yes,66242,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Choplifter II - Rescue & Survive (USA).zip,Yes,66250,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Choplifter III (Europe).zip,Yes,3463,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Chou Mashin Eiyuu Den Wataru - Mazekko Monster 2 (Japan) (SGB Enhanced).zip,Yes,66256,jp,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Chou Mashin Eiyuu Den Wataru - Mazekko Monster (Japan) (SGB Enhanced).zip,Yes,66255,jp,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,
gb,Chousoku Spinner (Japan) (SGB Enhanced).zip,Yes,66257,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Chuck Rock (USA, Europe).zip",Yes,3502,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Cliffhanger (USA, Europe).zip",Yes,66271,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Collection Pocket (Japan) (SGB Enhanced).zip,Yes,66282,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,College Slam (USA).zip,Yes,3570,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Contra - The Alien Wars (USA) (SGB Enhanced).zip,Yes,3324,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Cool Ball (USA).zip,Yes,66311,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Cool Hand (Europe).zip,Yes,66313,eu,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Cool Spot (USA).zip,Yes,3267,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Cool World (USA, Europe).zip",Yes,66314,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Cosmo Tank (USA).zip,Yes,66317,us,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Crayon Shin-chan 2 - Ora to Wanpaku Gokko Dazo (Japan).zip,Yes,66324,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Crayon Shin-chan 3 - Ora no Gokigen Athletic (Japan).zip,Yes,66325,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Crayon Shin-chan 4 - Ora no Itazura Daihenshin (Japan) (SGB Enhanced).zip,Yes,66328,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Crayon Shin-chan - Ora no Gokigen Collection (Japan) (SGB Enhanced).zip,Yes,66330,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Crayon Shin-chan - Ora to Shiro wa Otomodachi Da yo (Japan).zip,Yes,66331,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Crystal Quest (USA).zip,Yes,3522,us,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Cult Jump (Japan).zip,Yes,66348,jp,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Cult Master - Ultraman ni Miserarete (Japan).zip,Yes,66350,jp,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"CutThroat Island (USA, Europe).zip",Yes,66351,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Cyraid (USA).zip,Yes,3680,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Daedalian Opus (USA).zip,Yes,3681,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Daffy Duck (USA, Europe) (SGB Enhanced).zip",Yes,66362,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dai-2-ji Super Robot Taisen G (Japan) (SGB Enhanced).zip,Yes,66366,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Daikaijuu Monogatari - The Miracle of the Zone (Japan) (SGB Enhanced).zip,Yes,66367,jp,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Daiku no Gen-san - Robot Teikoku no Yabou (Japan).zip,Yes,66371,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Daisenryaku (Japan).zip,Yes,66372,jp,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Darkman (USA, Europe).zip",Yes,3672,"us,eu",Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Darkwing Duck (USA).zip,Yes,3206,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,David Crane's The Rescue of Princess Blobette (USA).zip,Yes,3197,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Days of Thunder (USA, Europe).zip",Yes,3674,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dead Heat Scramble (USA).zip,Yes,3682,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dennis the Menace (USA).zip,Yes,66407,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Desert Strike - Return to the Gulf (USA) (SGB Enhanced).zip,Yes,3192,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Dexterity (USA, Europe).zip",Yes,66411,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Diablo (USA) (Proto).zip,Yes,66413,us,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dick Tracy (USA).zip,Yes,3509,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dig Dug (USA).zip,Yes,66416,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dino Breeder 2 (Japan) (SGB Enhanced).zip,Yes,66426,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dino Breeder (Japan) (Rev 1) (SGB Enhanced).zip,Yes,66425,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dirty Racing (Japan).zip,Yes,66430,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dodge Boy (Japan).zip,Yes,66450,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Donkey Kong (World) (Rev 1) (SGB Enhanced).zip,Yes,3088,wor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Donkey Kong Land 2 (USA, Europe) (SGB Enhanced).zip",Yes,3043,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Donkey Kong Land (USA, Europe) (SGB Enhanced).zip",Yes,3016,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Donkey Kong Land III (USA, Europe) (Rev 1) (SGB Enhanced).zip",Yes,3148,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Doraemon 2 - Animal Planet Densetsu (Japan).zip,Yes,66467,jp,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,
gb,Doraemon - Taiketsu HimitsuDougu!! (Japan).zip,Yes,66490,jp,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Doraemon Kart (Japan) (SGB Enhanced).zip,Yes,66469,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Doraemon no Game Boy de Asobouyo Deluxe 10 (Japan) (SGB Enhanced).zip,Yes,66472,jp,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Doraemon no Study Boy 1 - Shou 1 Kokugo Kanji (Japan).zip,Yes,66476,jp,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Doraemon no Study Boy 2 - Shou 1 Sansuu Keisan (Japan).zip,Yes,66478,jp,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Doraemon no Study Boy 3 - Ku Ku Master (Japan).zip,Yes,66480,jp,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Doraemon no Study Boy 4 - Shou ni Kokugo Kanji (Japan).zip,Yes,66482,jp,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Doraemon no Study Boy 5 - Shou 2 Sansuu Keisan (Japan).zip,Yes,66484,jp,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Doraemon no Study Boy 6 - Gakushuu Kanji Master 1006 (Japan).zip,Yes,66486,jp,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Double Dragon 3 - The Arcade Game (USA, Europe).zip",Yes,3298,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Double Dragon (USA, Europe).zip",Yes,3044,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Double Dragon II (USA, Europe).zip",Yes,3123,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Double Dribble - 5 on 5 (USA).zip,Yes,3692,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Double Yakuman (Japan).zip,Yes,66503,jp,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Double Yakuman II (Japan).zip,Yes,66505,jp,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Double Yakuman Jr. (Japan).zip,Yes,66507,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Downtown - Nekketsu Koushinkyoku - Dokodemo Daiundoukai (Japan).zip,Yes,66512,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Downtown Special - Kunio-kun no Jidaigeki Da yo Zenin Shuugou! (Japan).zip,Yes,68925,jp,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,
gb,Dr. Franken (USA).zip,Yes,66513,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Dr. Franken II (USA, Europe) (En,Fr,De,Es,It,Nl,Sv).zip",Yes,66514,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dr. Mario (World) (Rev 1).zip,Yes,3056,wor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dragon Ball Z - Gokuu Gekitouden (Japan) (SGB Enhanced).zip,Yes,66527,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dragon Ball Z - Gokuu Hishouden (Japan) (SGB Enhanced).zip,Yes,66528,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dragon Slayer Gaiden - Nemuri no Oukan (Japan).zip,Yes,66544,jp,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dragon Slayer I (Japan).zip,Yes,66543,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dragon's Lair - The Legend (USA).zip,Yes,3331,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"DragonHeart (USA, Europe).zip",Yes,66554,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dropzone (Europe).zip,Yes,3661,eu,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Druaga no Tou (Japan).zip,Yes,66562,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,DuckTales 2 (USA).zip,Yes,3071,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,DuckTales (USA).zip,Yes,3002,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Dungeon Land (Japan).zip,Yes,66585,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,DX Bakenou Z (Japan) (Rev 1).zip,Yes,66591,jp,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Earthworm Jim (USA).zip,Yes,3128,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Elevator Action (USA, Europe).zip",Yes,3404,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Elite Soccer (USA) (SGB Enhanced).zip,Yes,188994,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Exodus - Journey to the Promised Land (USA) (Unl).zip,Yes,3639,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Extra Bases (USA).zip,Yes,3683,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"F1 Pole Position (USA, Europe).zip",Yes,66643,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,F-1 Race (World) (Rev 1).zip,Yes,3255,wor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"F-15 Strike Eagle (USA, Europe).zip",Yes,3487,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Faceball 2000 (USA).zip,Yes,3712,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Family Jockey 2 - Meiba no Kettou (Japan).zip,Yes,66655,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Family Jockey (Japan).zip,Yes,66653,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Famista 2 (Japan).zip,Yes,66657,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Famista 3 (Japan).zip,Yes,66658,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Fastest Lap (Japan, USA).zip",Yes,66662,"us,jp",Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,
gb,"Felix the Cat (USA, Europe).zip",Yes,3547,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Ferrari Grand Prix Challenge (USA, Europe).zip",Yes,3442,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Fidgetts, The (USA, Europe) (En,Fr,De,Es,It,Nl,Sv).zip",Yes,70814,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,FIFA - Road to World Cup 98 (Europe) (Rev 1) (SGB Enhanced).zip,Yes,66678,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"FIFA International Soccer (USA, Europe) (En,Fr,De,Es) (SGB Enhanced).zip",Yes,66676,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"FIFA Soccer 96 (USA, Europe) (En,Fr,De,Es) (SGB Enhanced).zip",Yes,3252,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"FIFA Soccer 97 (USA, Europe) (SGB Enhanced).zip",Yes,66680,"us,eu",Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Fighting Simulator 2 in 1 - Flying Warriors (USA, Europe).zip",Yes,66682,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Final Fantasy Adventure (USA).zip,Yes,2969,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Final Fantasy Legend II (USA).zip,Yes,3028,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Final Fantasy Legend III (USA).zip,Yes,3049,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Final Fantasy Legend, The (USA).zip",Yes,3017,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Final Reverse (Japan).zip,Yes,66690,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Fire Fighter (Europe).zip,Yes,66699,eu,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Fish Dude (USA).zip,Yes,3686,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Fist of the North Star (USA).zip,Yes,3338,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Flappy Special (Japan).zip,Yes,3684,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Flash, The (USA, Europe).zip",Yes,3188,"us,eu",Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Fleet Commander VS. (Japan).zip,Yes,66707,jp,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Flintstones, The (USA, Europe).zip",Yes,3520,"us,eu",Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Flintstones, The - King Rock Treasure Island (USA, Europe).zip",Yes,66710,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Flipull (USA).zip,Yes,66712,us,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Football International (Europe).zip,Yes,70482,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,
gb,"Foreman for Real (USA, Europe).zip",Yes,66720,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Fortified Zone (USA, Europe).zip",Yes,3395,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Frank Thomas Big Hurt Baseball (USA, Europe).zip",Yes,66725,"us,eu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,"Franky, Joe & Dirk - On the Tiles (Europe) (En,Fr,De,Es,It,Nl).zip",Yes,66727,eu,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Frisky Tom (Japan) (SGB Enhanced).zip,Yes,66735,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Frogger (USA).zip,Yes,3437,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,From TV Animation Slam Dunk 2 - Zenkoku e no Tip Off (Japan) (SGB Enhanced).zip,Yes,66741,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,From TV Animation Slam Dunk - Gakeppuchi no Kesshou League (Japan) (SGB Enhanced).zip,Yes,66744,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Fushigi no Dungeon - Fuurai no Shiren GB - Tsukikage Mura no Kaibutsu (Japan) (SGB Enhanced).zip,Yes,66759,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,G Arms - Operation Gundam (Japan).zip,,,jp,,,,,,,,,,,,,,
gb,Gambaruger + Zettai Muteki Raijin-Oh + Zoids Densetsu + Miracle Adventure of Esparks - Ushinawareta Seiseki Perivron (China).zip,,,asi,,,,,,,,,,,,,,
gb,Game & Watch Gallery (USA) (Rev 1) (SGB Enhanced).zip,Yes,3167,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Game Boy Camera Gold (USA) (SGB Enhanced).zip,,,us,,,,,,,,,,,,,,
gb,Game Boy Controller Kensa Cartridge (Japan).zip,,,jp,,,,,,,,,,,,,,
gb,Game Boy Digital Sampling Oscilloscope (Europe) (v3.6) (Unl).zip,,,eu,,,,,,,,,,,,,,
gb,Game Boy Gallery 2 (Japan) (SGB Enhanced).zip,,,jp,,,,,,,,,,,,,,
gb,Game Boy Gallery - 5 Games in 1 (Europe) (SGB Enhanced).zip,Yes,167316,eu,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Game Boy Wars (Japan).zip,Yes,3358,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Game Boy Wars Turbo (Japan) (SGB Enhanced).zip,Yes,3492,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Game de Hakken!! Tamagotchi 2 (Japan) (SGB Enhanced).zip,Yes,67859,jp,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Game de Hakken!! Tamagotchi - Osutchi to Mesutchi (Japan) (SGB Enhanced).zip,Yes,248956,jp,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
gb,Game Genie (USA) (v2.1) (Unl).zip,,,us,,,,,,,,,,,,,,
